rank,team,shots_for,goals_for,xg_for,attacking_over_under,shots_against,goals_against,xg_against,defensive_over_under,net_xg,net_goals
219,Stoke City,420,35,39.87754107188958,-4.877541071889581,534,50,55.08070246785211,5.080702467852113,-15.203161395962532,-15
220,Carpi,425,28,33.370513980605175,-5.370513980605175,506,51,46.39721009709669,-4.602789902903311,-13.026696116491514,-23
221,Stade Malherbe Caen,370,26,31.392457342015206,-5.392457342015206,357,33,37.271969704866876,4.271969704866876,-5.879512362851671,-7
222,AC Milan,588,48,53.55810175203981,-5.558101752039811,488,42,39.59882780011146,-2.401172199888542,13.959273951928353,6
223,Olympique de Marseille,402,37,42.6388309244976,-5.638830924497597,308,28,27.79316014350619,-0.20683985649381142,14.845670780991409,9
224,Aston Villa,411,23,28.87096479979264,-5.870964799792642,535,72,68.06365663416629,-3.9363433658337073,-39.19269183437365,-49
225,Bayern Munich,135,6,12.211655344905681,-6.211655344905681,87,9,7.829639254516875,-1.1703607454831246,4.382016090388806,-3
226,Eibar,534,47,53.3416258464727,-6.341625846472702,512,87,74.65821580539209,-12.34178419460791,-21.316589958919387,-40
227,Nantes,483,35,41.37690268754439,-6.376902687544387,467,47,50.95100864815273,3.9510086481527296,-9.574105960608343,-12
228,Getafe,626,46,52.421499577051065,-6.421499577051065,794,104,97.616690774614,-6.383309225386,-45.195191197562934,-58
229,Lille,538,40,46.53213270138145,-6.53213270138145,445,43,43.16817539703681,0.16817539703681206,3.3639573043446376,-3
230,Mexico,168,5,11.716268213589416,-6.716268213589416,161,9,13.743892265490365,4.743892265490365,-2.0276240519009487,-4
231,Valencia,650,66,72.72943239630193,-6.729432396301931,936,96,103.69133545379822,7.691335453798217,-30.961903057496286,-30
232,Málaga,553,44,51.16091666738238,-7.160916667382381,645,67,74.12307647189516,7.1230764718951605,-22.96215980451278,-23
233,Real Sociedad,680,63,70.21374877944615,-7.213748779446149,705,91,87.53337557512461,-3.4666244248753912,-17.31962679567846,-28
234,Espanyol,591,51,58.26065918278135,-7.260659182781353,894,117,103.93854390408204,-13.061456095917961,-45.677884721300686,-66
235,Brazil,529,50,57.83393625376069,-7.83393625376069,303,21,22.09505798395932,1.0950579839593217,35.73887826980137,29
236,Toulouse,455,40,48.03932130556546,-8.039321305565458,461,59,43.741785785811665,-15.258214214188335,4.297535519753794,-19
237,Arsenal,1118,123,132.3548040018316,-9.35480400183161,836,54,59.62898805563904,5.6289880556390415,72.72581594619257,69
238,Germany,332,23,33.19260764286238,-10.192607642862377,165,21,20.126112396734378,-0.8738876032656222,13.066495246128,2
239,Watford,443,30,40.39543654521602,-10.395436545216022,505,44,52.2655330821831,8.265533082183097,-11.870096536967075,-14
240,Hellas Verona,462,28,39.660913794823756,-11.660913794823756,522,55,57.89903748012783,2.8990374801278307,-18.238123685304075,-27
241,Udinese,450,32,45.72431539497248,-13.724315394972479,529,52,46.31699319730402,-5.683006802695978,-0.5926778023315435,-20
242,Sevilla,743,69,83.06647034452956,-14.066470344529563,973,112,93.32402323359864,-18.675976766401362,-10.257552889069075,-43
